IQ,RPM
37,1101
33,1101
41,1101
53,1101
41,1101
40,1101
40,1103
33,1104
50,1101
20,1100
35,1101
36,1101
37,1101
47,1101
74,1101
49,1101
41,1101
86,1101
13,1101
25,1101
49,1101
46,1101
47,1101
49,1101
40,1101
47,1103
46,1101
48,1101
39,1101
34,1101
48,1101
22,1101
36,1103
41,1103
48,1101
48,1101
60,1101
64,1101
88,1101
86,1103
60,1101
40,1101
31,1101
38,1103
41,1101
46,1103
46,1101
31,1101
49,1101
27,1101
33,1101
21,1101
37,1101
36,1101
39,1101
48,1101
48,1101
69,1101
58,1101
21,1101
62,1103
34,1101
41,1101
47,1103
43,1101
50,1101
0,1101
51,1101
38,1103
65,1101
10,1101
35,1101
38,1101
47,1100
45,1101
50,1101
56,1104
63,1101
75,1101
87,1103
74,1101
65,1101
85,1101
49,1101
49,1101
35,1101
26,1101
43,1101
38,1101
37,1101
42,1101
34,1101
38,1101
38,1101
43,1101
31,1101
35,1101
68,1101
38,1101
66,1101
42,1101
51,1101
47,1103
27,1101
47,1101
34,1101
43,1103
26,1101
48,1100
38,1103
53,1103
25,1101
36,1101
30,1101
31,1101
35,1101
36,1101
48,1103
58,1101
34,1101
69,1101
40,1101
102,1101
51,1100
51,1101
42,1101
42,1101
37,1101
33,1101
46,1101
24,1101
24,1101
36,1104
44,1101
33,1103
39,1101
51,1101
38,1103
39,1101
28,1101
51,1101
45,1101
48,1101
70,1103
60,1101
44,1103
48,1101
38,1103
37,1103
41,1101
43,1101
44,1101
47,1101
28,1101
55,1101
26,1101
16,1101
30,1101
37,1101
46,1101
69,1101
42,1101
69,1101
80,1101
76,1101
41,1101
42,1101
41,1101
48,1101
46,1101
25,1101
50,1101
24,1101
32,1101
3,1101
32,1101
27,1101
54,1101
33,1101
50,1101
46,1105
59,1101
46,1103
44,1101
103,1101
73,1101
43,1101
50,1101
48,1101
43,1101
29,1103
34,1101
32,1101
43,1101
54,1101
47,1101
41,1101
39,1101
52,1103
41,1101
35,1103
46,1101
64,1101
87,1101
51,1103
55,1103
90,1101
40,1101
42,1101
41,1101
43,1103
34,1105
42,1101
37,1101
55,1101
63,1101
5,1101
23,1101
28,1101
27,1101
38,1101
49,1107
31,1101
48,1101
69,1101
50,1101
78,1101
15,1103
59,1101
57,1101
47,1101
47,1101
38,1101
42,1103
28,1101
37,1103
32,1101
47,1101
50,1101
48,1103
40,1101
37,1103
35,1101
39,1101
59,1101
46,1101
73,1103
62,1101
48,1101
46,1101
49,1101
43,1101
39,1101
41,1101
34,1101
46,1103
37,1101
40,1101
35,1101
55,1100
32,1100
25,1101
36,1101
41,1101
63,1103
48,1101
69,1101
35,1101
102,1101
114,1101
34,1101
41,1101
53,1101
47,1101
50,1101
50,1101
28,1101
40,1101
32,1103
30,1101
50,1101
20,1101
41,1101
45,1101
35,1103
55,1101
48,1101
36,1103
25,1101
87,1103
66,1103
46,1101
71,1101
55,1101
38,1101
26,1103
25,1101
33,1101
43,1101
34,1101
48,1101
38,1103
31,1101
30,1101
31,1101
44,1101
56,1101
54,1101
54,1099
66,1101
68,1101
33,1103
50,1103
49,1101
46,1101
43,1101
33,1103
36,1101
33,1101
16,1101
41,1101
22,1100
42,1101
6,1101
30,1101
42,1103
34,1101
47,1101
73,1101
69,1101
73,1101
36,1103
70,1101
43,1101
42,1101
47,1101
47,1101
41,1103
34,1101
24,1101
21,1101
43,1101
30,1101
50,1101
39,1101
31,1101
32,1101
39,1101
58,1101
51,1101
60,1101
96,1100
78,1101
42,1101
55,1101
47,1101
43,1101
37,1101
41,1101
51,1101
29,1101
24,1101
41,1101
17,1101
33,1101
23,1101
26,1101
37,1101
39,1101
47,1101
33,1101
69,1103
81,1101
37,1101
50,1101
32,1101
42,1101
38,1101
47,1101
33,1103
31,1101
34,1101
15,1101
4,1101
12,1101
37,1101
48,1101
41,1101
39,1103
48,1101
57,1103
64,1101
73,1101
80,1101
118,1101
69,1101
40,1101
48,1101
43,1101
39,1101
41,1101
31,1101
45,1101
46,1101
53,1100
41,1101
11,1101
38,1101
38,1101
30,1101
38,1101
13,1101
64,1101
91,1101
63,1104
52,1101
58,1101
43,1101
55,1101
42,1101
32,1101
51,1101
53,1101
34,1101
24,1101
44,1101
41,1101
19,1103
40,1101
37,1101
47,1101
46,1103
37,1101
69,1101
13,1101
72,1101
78,1101
68,1101
50,1101
45,1101
47,1101
43,1101
33,1101
25,1101
15,1101
23,1101
38,1101
47,1101
38,1101
47,1101
34,1101
41,1101
40,1101
52,1101
32,1101
42,1101
79,1101
40,1101
47,1101
42,1101
41,1101
38,1101
47,1101
43,1101
41,1101
31,1101
56,1101
35,1101
55,1103
31,1101
30,1101
41,1101
41,1101
47,1103
50,1101
64,1101
74,1101
94,1101
83,1101
61,1101
66,1101
43,1101
48,1101
49,1101
31,1101
32,1101
40,1101
24,1101
33,1101
34,1101
45,1101
34,1101
45,1101
41,1101
55,1101
33,1101
61,1101
33,1101
23,1101
39,1101
48,1101
57,1101
41,1101
42,1103
41,1101
22,1101
19,1101
65,1101
33,1101
33,1101
42,1101
39,1101
28,1101
32,1101
32,1103
48,1101
54,1101
81,1101
73,1101
30,1101
66,1103
51,1101
41,1101
31,1101
38,1101
55,1101
65,1101
14,1101
38,1101
33,1101
31,1101
4,1101
39,1101
36,1101
45,1101
39,1101
56,1101
60,1101
64,1101
82,1101
70,1109
88,1101
63,1101
85,1103
55,1101
43,1101
49,1101
43,1101
56,1101
38,1101
42,1103
73,1101
59,1101
31,1101
39,1101
32,1101
27,1101
48,1101
54,1101
45,1103
33,1101
47,1103
47,1103
45,1101
40,1101
40,1101
40,1101
32,1101
37,1101
29,1101
37,1101
34,1101
31,1101
33,1101
31,1101
35,1103
32,1101
33,1101
48,1101
67,1101
75,1101
72,1101
45,1101
28,1103
53,1101
42,1101
41,1101
50,1103
41,1101
46,1101
34,1101
15,1101
36,1101
45,1103
26,1101
39,1101
39,1101
47,1103
42,1101
58,1103
64,1101
29,1101
56,1101
49,1101
47,1101
53,1101
47,1101
42,1103
29,1101
33,1101
31,1101
45,1104
15,1101
54,1101
18,1101
17,1101
38,1103
29,1101
33,1101
36,1103
63,1103
68,1101
82,1101
47,1101
37,1101
41,1101
35,1101
38,1101
43,1101
37,1101
42,1103
32,1103
61,1103
39,1103
22,1101
32,1101
29,1101
24,1101
32,1101
47,1099
47,1101
59,1101
17,1104
90,1101
46,1101
64,1101
34,1101
32,1101
50,1103
51,1101
41,1101
32,1101
41,1101
40,1097
31,1101
45,1103
15,1101
30,1101
40,1101
36,1101
35,1101
47,1101
39,1103
70,1101
80,1101
47,1101
141,1101
52,1101
66,1101
28,1103
38,1111
46,1101
52,1100
33,1101
22,1101
32,1101
35,1101
32,1101
30,1101
19,1101
30,1101
36,1103
55,1101
36,1101
69,1101
51,1101
71,1096
53,1101
46,1100
33,1101
43,1101
43,1101
35,1101
43,1103
19,1101
53,1101
32,1101
33,1101
13,1101
29,1101
43,1101
36,1101
39,1101
47,1101
60,1101
34,1103
27,1101
79,1101
66,1101
67,1103
49,1101
41,1101
49,1101
35,1101
25,1101
38,1101
58,1101
34,1101
40,1101
27,1101
48,1101
33,1101
45,1099
32,1101
40,1101
66,1101
39,1101
89,1101
46,1101
85,1101
63,1100
41,1101
46,1101
46,1101
49,1101
34,1101
47,1101
23,1101
33,1101
16,1101
42,1101
22,1101
30,1101
44,1101
41,1101
37,1101
73,1101
58,1101
65,1101
54,1101
56,1101
54,1101
41,1101
43,1101
38,1101
41,1101
34,1101
10,1101
21,1101
58,1103
34,1101
20,1103
31,1103
41,1101
41,1101
41,1103
58,1101
58,1101
42,1101
56,1101
25,1101
56,1100
45,1101
39,1101
41,1101
34,1103
33,1101
37,1101
24,1101
55,1101
50,1101
